year,teamID,playerID,role,days_IL,WARx,delta_WAR,delta_wins,note
2012,DET,scherma01,pit,30,31.982831845585878,-5.158521265417077,-5.158521265417077,
1914,DET,covelha01,pit,30,31.980372535158605,-5.158124602444936,-5.158124602444936,
2010,ARI,hudsoda01,pit,30,31.97498237485947,-5.157255221751527,-5.157255221751527,
1980,MON,sandesc01,pit,30,31.971269794320545,-5.156656418438797,-5.156656418438797,
1941,SLN,laniema01,pit,30,31.963963793476726,-5.155478031205924,-5.155478031205924,
1954,DET,zuverge01,pit,30,31.96293155657257,-5.155311541382672,-5.155311541382672,
1943,PHI,rowesc01,pit,30,31.94849265480715,-5.152982686259218,-5.152982686259218,
2009,OAK,anderbr04,pit,30,31.947622903032435,-5.152842403714909,-5.152842403714909,
1988,MON,smithbr01,pit,30,31.92848374101009,-5.149755442098401,-5.149755442098401,
1949,CHN,leonadu02,pit,30,31.928276169575227,-5.149721962834714,-5.149721962834714,
1984,HOU,kneppbo01,pit,30,31.92036707591877,-5.148446302567543,-5.148446302567543,
1957,SLN,mcdanli01,pit,30,31.91729309695228,-5.147950499508433,-5.147950499508433,
1963,MIN,stigmdi01,pit,30,31.915742781666744,-5.147700448655926,-5.147700448655926,
1925,DET,whiteea01,pit,30,31.895406156788592,-5.1444203478691275,-5.1444203478691275,
1961,PIT,frienbo01,pit,30,31.895171991836534,-5.144382579328473,-5.144382579328473,
1994,CIN,smilejo01,pit,30,31.8945654105432,-5.144284743636,-5.144284743636,
2013,COL,chacijh01,pit,30,31.877880416813298,-5.141593615615048,-5.141593615615048,
1959,BOS,sullifr01,pit,30,31.875341054924615,-5.141184041116873,-5.141184041116873,
1968,CHA,woodwi01,pit,30,31.869324796894293,-5.140213676918434,-5.140213676918434,
1932,CLE,browncl01,pit,30,31.866735618706006,-5.139796067533227,-5.139796067533227,
1963,HOU,farretu01,pit,30,31.83659179594983,-5.134934160637069,-5.134934160637069,
1960,WS1,kralija01,pit,30,31.82995912696414,-5.133864375316797,-5.133864375316797,
1985,SFN,krukomi01,pit,30,31.82517256194658,-5.133092348701061,-5.133092348701061,
2024,TBA,litteza01,pit,30,31.822768498038606,-5.13270459645784,-5.13270459645784,
1959,CIN,purkebo01,pit,30,31.818898780338998,-5.132080448441774,-5.132080448441774,
1915,NYA,caldwra02,pit,30,31.813186574852363,-5.131159124976188,-5.131159124976188,
2024,CHA,feddeer01,pit,30,31.79597121915585,-5.128382454702556,-5.128382454702556,
1950,CHA,cainbo01,pit,30,31.790688481551697,-5.127530400250274,-5.127530400250274,
1977,BOS,campbbi02,pit,30,31.78710737630002,-5.126952802629035,-5.126952802629035,
1983,PIT,tekulke01,pit,30,31.781562452362422,-5.126058460058455,-5.126058460058455,
2019,NYA,tanakma01,pit,30,31.771110591451418,-5.124372676040551,-5.124372676040551,
1969,PIT,moosebo01,pit,30,31.76570879411979,-5.123501418406417,-5.123501418406417,
1999,MIL,nomohi01,pit,30,31.76447028406845,-5.123301658720718,-5.123301658720718,
1982,CLE,spillda01,pit,30,31.758464876411324,-5.122333044582471,-5.122333044582471,
1985,CLE,blylebe01,pit,30,31.7478904296048,-5.120627488645936,-5.120627488645936,
1899,BSN,lewiste01,pit,30,31.746300449985178,-5.120371040320189,-5.120371040320189,
2009,HOU,oswalro01,pit,30,31.744309618345337,-5.120049938442796,-5.120049938442796,
1997,CIN,shawje01,pit,30,31.735435649904332,-5.118618653210376,-5.118618653210376,
2002,MIN,romerjc01,pit,30,31.73137370282398,-5.11796350045548,-5.11796350045548,
2003,MON,ohkato01,pit,30,31.730167895426003,-5.117769015391291,-5.117769015391291,
2020,CHA,keuchda01,pit,30,31.72209961192232,-5.11646767934231,-5.11646767934231,
1910,BSN,matteal01,pit,30,31.711384299015748,-5.114739403067056,-5.114739403067056,
2017,PIT,colege01,pit,30,31.706488551365627,-5.113949766349295,-5.113949766349295,
1963,SFN,odellbi01,pit,30,31.705118167872378,-5.113728736753609,-5.113728736753609,
1979,NYN,swancr01,pit,30,31.69655591384511,-5.112347728039533,-5.112347728039533,
2010,TBA,garzama01,pit,30,31.680498653404637,-5.109757847323328,-5.109757847323328,
2019,NYA,germado01,pit,30,31.677301178997542,-5.109242125644765,-5.109242125644765,
1946,SLA,zoldasa01,pit,30,31.67344814870286,-5.108620669145623,-5.108620669145623,
2018,DET,fiersmi01,pit,30,31.668603881502513,-5.1078393357262115,-5.1078393357262115,
2003,PIT,suppaje01,pit,30,31.668108910829478,-5.10775950174669,-5.10775950174669,
1877,SL3,blongjo01,pit,30,31.664284996111363,-5.107142741308284,-5.107142741308284,
1885,DTN,getzich01,pit,30,31.663578987025993,-5.10702886887516,-5.10702886887516,
1931,CHN,malonpa02,pit,30,31.6520240178893,-5.105165164175693,-5.105165164175693,
2017,PIT,novaiv01,pit,30,31.64095250790825,-5.103379436759395,-5.103379436759395,
1953,BRO,millibo01,pit,30,31.638625227399423,-5.103004068935391,-5.103004068935391,
2013,BOS,ueharko01,pit,30,31.636431305657705,-5.102650210589952,-5.102650210589952,
1988,TEX,houghch01,pit,30,31.636252034012827,-5.10262129580852,-5.10262129580852,
2007,PIT,cappsma01,pit,30,31.63282941671917,-5.102069260761156,-5.102069260761156,
1914,SLA,hamilea01,pit,30,31.598019658669042,-5.096454783656297,-5.096454783656297,
2021,TOR,matzst01,pit,30,31.59562856567313,-5.096069123495666,-5.096069123495666,
2008,PHI,moyerja01,pit,30,31.589369771890038,-5.095059640627425,-5.095059640627425,
1969,CAL,mcgloji01,pit,30,31.58769098598869,-5.0947888687078535,-5.0947888687078535,
1994,KCA,appieke01,pit,30,31.58607755441721,-5.094528637809227,-5.094528637809227,
1972,CHN,pappami01,pit,30,31.579499740823813,-5.093467700132873,-5.093467700132873,
1907,NY1,amesre01,pit,30,31.577665638172267,-5.093171877124559,-5.093171877124559,
1910,BRO,scanldo01,pit,30,31.56592629831504,-5.091278435212104,-5.091278435212104,
1986,BOS,hurstbr01,pit,30,31.55696561072978,-5.089833163020932,-5.089833163020932,
1934,BSN,bettshu01,pit,30,31.553732104757017,-5.089311629799519,-5.089311629799519,
1925,CHN,bushgu01,pit,30,31.54998852591444,-5.088707826760394,-5.088707826760394,
1968,BAL,hardiji01,pit,30,31.547894656869225,-5.088370105946649,-5.088370105946649,
2015,NYA,betande01,pit,30,31.54714260867057,-5.088248807850092,-5.088248807850092,
2002,ARI,kimby01,pit,30,31.536239395521168,-5.086490225084059,-5.086490225084059,
2002,LAN,gagneer01,pit,30,31.533536232911615,-5.086054231114776,-5.086054231114776,
1984,SLN,andujjo01,pit,30,31.527200838117423,-5.085032393244745,-5.085032393244745,
1976,TEX,blylebe01,pit,30,31.524254906443453,-5.08455724297475,-5.08455724297475,
2024,SFN,walkery01,pit,30,31.523378335883294,-5.084415860626337,-5.084415860626337,
2024,TEX,eovalna01,pit,30,31.51654044988436,-5.0833129757878,-5.0833129757878,
1966,LAN,reganph01,pit,30,31.51271963187939,-5.082696714819256,-5.082696714819256,
1973,DET,lolicmi01,pit,30,31.509045505211724,-5.082104113743826,-5.082104113743826,
2013,CLE,masteju01,pit,30,31.508940475227867,-5.082087173423849,-5.082087173423849,
1972,SFN,bryanro01,pit,30,31.502630484801514,-5.081069433032503,-5.081069433032503,
2016,CIN,straida01,pit,30,31.502157286123875,-5.080993110665141,-5.080993110665141,
2023,BAL,canoye01,pit,30,31.496436481942037,-5.0800704003132315,-5.0800704003132315,
2004,PIT,torresa01,pit,30,31.493647221118472,-5.079620519535237,-5.079620519535237,
2014,SEA,iwakuhi01,pit,30,31.489231194605033,-5.07890825719436,-5.07890825719436,
1973,ML4,slatoji01,pit,30,31.485959744946555,-5.0783806040236374,-5.0783806040236374,
1957,NY1,barclcu01,pit,30,31.48096668451449,-5.077575271695886,-5.077575271695886,
1972,MON,marshmi01,pit,30,31.478061384284935,-5.077106674884667,-5.077106674884667,
1963,ML1,shawbo01,pit,30,31.454784656784287,-5.073352363997466,-5.073352363997466,
1919,SLN,doakbi01,pit,30,31.453611848189706,-5.07316320132092,-5.07316320132092,
1943,CLE,kenneve01,pit,30,31.452825407228058,-5.0730363560045255,-5.0730363560045255,
1951,CHA,dobsojo01,pit,30,31.448237097414147,-5.07229630603454,-5.07229630603454,
2016,SDN,pomerdr01,pit,30,31.441916602010284,-5.071276871291981,-5.071276871291981,
1971,NYA,klinest01,pit,30,31.436099145098495,-5.07033857179008,-5.07033857179008,
1980,HOU,forscke01,pit,30,31.435074058062774,-5.070173235171415,-5.070173235171415,
2008,ATL,hudsoti01,pit,30,31.431360819737087,-5.069574325764046,-5.069574325764046,
1955,WS1,stonede01,pit,30,31.430706301377374,-5.069468758286673,-5.069468758286673,
2023,CLE,biebesh01,pit,30,31.424915637916243,-5.068534780309071,-5.068534780309071,
1989,HOU,darwida01,pit,30,31.417681129694206,-5.067367924144227,-5.067367924144227,
2000,PHI,schilcu01,pit,30,31.409429090435772,-5.066036950070286,-5.066036950070286,
1950,CHN,minnepa01,pit,30,31.402879850419456,-5.064980621035396,-5.064980621035396,
1999,TEX,seleaa01,pit,30,31.39725751361454,-5.0640737925184744,-5.0640737925184744,
1925,SLN,sothoal01,pit,30,31.39715135824549,-5.0640566706847565,-5.0640566706847565,
1982,SFN,laskebi01,pit,30,31.393536283794607,-5.0634735941604205,-5.0634735941604205,
1941,BOS,harrimi01,pit,30,31.392215528983563,-5.063260569190897,-5.063260569190897,
1960,PIT,mizelvi01,pit,30,31.389825413448687,-5.0628750666852715,-5.0628750666852715,
2023,CLE,civalaa01,pit,30,31.38842581343399,-5.062649324747418,-5.062649324747418,
1993,SDN,benesan01,pit,30,31.385499183338034,-5.0621772876351665,-5.0621772876351665,
1968,OAK,odombl01,pit,30,31.38010777577494,-5.061307705770151,-5.061307705770151,
1982,CIN,berenbr01,pit,30,31.36881813607571,-5.059486796141243,-5.059486796141243,
1988,SDN,rasmude01,pit,30,31.363931422137192,-5.05869861647374,-5.05869861647374,
1907,CHA,smithfr03,pit,30,31.35318434785744,-5.056965217396361,-5.056965217396361,
1882,TRN,welchmi01,pit,30,31.344503080808536,-5.055565013033635,-5.055565013033635,
2013,CHA,quintjo01,pit,30,31.335689611635093,-5.054143485747596,-5.054143485747596,
1989,SEA,bankhsc01,pit,30,31.334854625237824,-5.054008810522229,-5.054008810522229,
1967,SLN,brilene01,pit,30,31.32262624800876,-5.052036491614316,-5.052036491614316,
1935,CLE,hildeor01,pit,30,31.318159381396192,-5.051316029257451,-5.051316029257451,
1912,BRO,yinglea01,pit,30,31.31434340903403,-5.050700549844199,-5.050700549844199,
1990,SLN,magrajo01,pit,30,31.309316990408018,-5.049889837162583,-5.049889837162583,
1917,CHN,douglph01,pit,30,31.306651222860232,-5.049459874654876,-5.049459874654876,
2002,ANA,appieke01,pit,30,31.30545737487881,-5.04926731852884,-5.04926731852884,
1982,KCA,quiseda01,pit,30,31.30167231752779,-5.048656825407708,-5.048656825407708,
1899,LS3,cunnibe01,pit,30,31.29922973996537,-5.048262861284737,-5.048262861284737,
1986,MON,mcgafan01,pit,30,31.289447956773127,-5.046685154318246,-5.046685154318246,
1932,NYA,allenjo02,pit,30,31.278222990323172,-5.044874675858576,-5.044874675858576,
2016,CLE,carraca01,pit,30,31.27778231464875,-5.044803599136895,-5.044803599136895,
1996,CHN,adamste01,pit,30,31.277109264313953,-5.044695042631282,-5.044695042631282,
2000,ANA,hasegsh01,pit,30,31.276645411109666,-5.044620227598333,-5.044620227598333,
1938,PHI,passecl01,pit,30,31.276282323824642,-5.044561665133006,-5.044561665133006,
2012,OAK,colonba01,pit,30,31.27558464197647,-5.044449135802656,-5.044449135802656,
1902,DET,mercewi01,pit,30,31.26553037541914,-5.042827479906313,-5.042827479906313,
1918,PHI,oeschjo01,pit,30,31.26513929731695,-5.042764402793056,-5.042764402793056,
1963,PHI,klippjo01,pit,30,31.263747682766294,-5.042539948833273,-5.042539948833273,
1903,PHI,sparktu01,pit,30,31.263630479900588,-5.042521045145256,-5.042521045145256,
2021,TBA,mcclash01,pit,30,31.253058781635076,-5.040815932521786,-5.040815932521786,
1963,HOU,woodeha01,pit,30,31.250600319958547,-5.040419406444927,-5.040419406444927,
1998,CLE,goodedw01,pit,30,31.249420132237713,-5.040229053586728,-5.040229053586728,
2006,NYA,riverma01,pit,30,31.246209108600556,-5.039711146548477,-5.039711146548477,
1987,MON,martide01,pit,30,31.244662356231906,-5.039461670359985,-5.039461670359985,
1974,CIN,normafr01,pit,30,31.2441138021427,-5.039373193893984,-5.039373193893984,
2023,PHI,walketa01,pit,30,31.234651824064084,-5.037847068397433,-5.037847068397433,
1998,MIL,karlsc01,pit,30,31.23113287637105,-5.037279496188879,-5.037279496188879,
1965,CHA,horlejo01,pit,30,31.22658536907035,-5.036546027269411,-5.036546027269411,
2015,PIT,liriafr01,pit,30,31.21587246371237,-5.034818139308446,-5.034818139308446,
2023,BOS,pivetni01,pit,30,31.21318722142747,-5.0343850357141084,-5.0343850357141084,
2022,TEX,burkebr01,pit,30,31.202680902517532,-5.0326904681479885,-5.0326904681479885,
1926,DET,gibsosa01,pit,30,31.19477643311609,-5.031415553728402,-5.031415553728402,
1888,IN3,burdibi01,pit,30,31.180645623578137,-5.0291363908996995,-5.0291363908996995,
1989,SDN,harrigr02,pit,30,31.17530288941571,-5.028274659583179,-5.028274659583179,
1917,DET,jamesbi01,pit,30,31.156989575430664,-5.0253208992630105,-5.0253208992630105,
1921,CLE,sothoal01,pit,30,31.15537614531524,-5.025060668599233,-5.025060668599233,
1937,CLE,fellebo01,pit,30,31.15526218512601,-5.02504228792355,-5.02504228792355,
2012,SDN,richacl01,pit,30,31.150510995922442,-5.0242759670842645,-5.0242759670842645,
1995,PHI,bottari01,pit,30,31.14732394572115,-5.023761926729218,-5.023761926729218,
1971,NYN,mcgratu01,pit,30,31.139761642155623,-5.022542200347681,-5.022542200347681,
1932,CIN,rixeyep01,pit,30,31.137508162774772,-5.022178735931415,-5.022178735931415,
1953,PHI,millebo02,pit,30,31.13719860434145,-5.022128807151846,-5.022128807151846,
2006,COL,cookaa01,pit,30,31.133695161276236,-5.021563735689716,-5.021563735689716,
2012,MIA,johnsjo09,pit,30,31.131697121432147,-5.021241471198733,-5.021241471198733,
1966,CIN,malonji01,pit,30,31.12449437681915,-5.020079738196637,-5.020079738196637,
1933,PHA,cainsu01,pit,30,31.111676512945042,-5.018012340797587,-5.018012340797587,
2014,LAA,shoemma01,pit,30,31.109136550090973,-5.017602669369512,-5.017602669369512,
1880,TRN,keefeti01,pit,30,31.095181543791636,-5.015351861901877,-5.015351861901877,
1994,ATL,glavito02,pit,30,31.091816058045023,-5.014809041620165,-5.014809041620165,
2020,NYN,degroja01,pit,30,31.091096425432383,-5.014692971843933,-5.014692971843933,
1911,BRO,knetzel01,pit,30,31.089010147652033,-5.014356475427747,-5.014356475427747,
1977,PHI,reedro01,pit,30,31.08235964609501,-5.013283813886292,-5.013283813886292,
1982,MON,reardje01,pit,30,31.06987036056485,-5.011269412994331,-5.011269412994331,
1973,HOU,reussje01,pit,30,31.065421310331974,-5.010551824247092,-5.010551824247092,
1988,SDN,shower01,pit,30,31.063388137493437,-5.0102238931441025,-5.0102238931441025,
1969,CAL,tatumke01,pit,30,31.063369760151023,-5.010220929056617,-5.010220929056617,
2009,BAL,bergebr02,pit,30,31.04300470365398,-5.006936242524835,-5.006936242524835,
2014,PIT,liriafr01,pit,30,31.03958210758409,-5.006384210900659,-5.006384210900659,
1914,CHN,chenela01,pit,30,31.039195547074872,-5.006321862431431,-5.006321862431431,
1987,SFN,hammaat01,pit,30,31.02662324861088,-5.004294072356593,-5.004294072356593,
2003,CLE,anderbr02,pit,30,31.020426374487666,-5.003294576530268,-5.003294576530268,
1963,BAL,roberro01,pit,30,31.014481407160076,-5.00233571083227,-5.00233571083227,
2008,ATL,jurrjja01,pit,30,31.00168747218652,-5.00027217293331,-5.00027217293331,
1910,PIT,leifile01,pit,30,31.001045591098702,-5.000168643725597,-5.000168643725597,
1964,SFN,herbero01,pit,30,31.000481319484656,-5.0000776321749445,-5.0000776321749445,
1945,CLE,bagbyji02,pit,30,30.998601778636935,-4.999774480425312,-4.999774480425312,
1958,BOS,breweto01,pit,30,30.993919865708314,-4.99901933317876,-4.99901933317876,
1990,PIT,smithza01,pit,30,30.97790864559513,-4.996436878321795,-4.996436878321795,
2023,LAN,millebo05,pit,30,30.977847742038424,-4.996427055167487,-4.996427055167487,
2010,COL,chacijh01,pit,30,30.977793884694986,-4.996418368499191,-4.996418368499191,
1990,CHA,thigpbo01,pit,30,30.97422675319432,-4.995843024708761,-4.995843024708761,
1966,MIN,perryji01,pit,30,30.970097018369437,-4.995176938446683,-4.995176938446683,
1932,PHI,holleed01,pit,30,30.955389801008764,-4.992804806614316,-4.992804806614316,
1929,CIN,kolpra01,pit,30,30.953053433786245,-4.9924279731913295,-4.9924279731913295,
1926,CHA,thomato02,pit,30,30.94991170719476,-4.991921243095929,-4.991921243095929,
1935,CIN,brenndo01,pit,30,30.947721143616516,-4.99156792638976,-4.99156792638976,
1954,PHI,dicksmu01,pit,30,30.94717656307517,-4.991480090818576,-4.991480090818576,
1976,LAN,houghch01,pit,30,30.944614662203946,-4.991066881000636,-4.991066881000636,
2010,ATL,ventejo01,pit,30,30.940462808954,-4.990397227250645,-4.990397227250645,
1960,BOS,monbobi01,pit,30,30.936696770180735,-4.989789801642054,-4.989789801642054,
2008,TOR,litscje01,pit,30,30.929010593476956,-4.98855009572209,-4.98855009572209,
1987,ATL,smithza01,pit,30,30.92540292770593,-4.987968214146118,-4.987968214146118,
2015,PIT,burneaj01,pit,30,30.925373664547294,-4.987963494281821,-4.987963494281821,
1917,WS1,ayersdo01,pit,30,30.92391330891127,-4.9877279530502046,-4.9877279530502046,
1892,BRO,hartbi01,pit,30,30.91823250360429,-4.986811694129724,-4.986811694129724,
2008,SLN,welleto01,pit,30,30.913221763729624,-4.986003510278971,-4.986003510278971,
2017,SDN,handbr01,pit,30,30.908282882142885,-4.985206916474659,-4.985206916474659,
1927,BSN,genewjo01,pit,30,30.907373855293553,-4.985060299240896,-4.985060299240896,
1995,MON,perezca01,pit,30,30.90671236876717,-4.984953607865672,-4.984953607865672,
1977,SDN,shirlbo01,pit,30,30.903149846630043,-4.984379007520975,-4.984379007520975,
1983,NYA,guidrro01,pit,30,30.878630982236285,-4.9804243519735945,-4.9804243519735945,
1917,BRO,cadorle01,pit,30,30.875986100574217,-4.979997758157132,-4.979997758157132,
1998,MIL,woodast01,pit,30,30.86806419333866,-4.978720031183655,-4.978720031183655,
1980,PHI,mcgratu01,pit,30,30.862841850199978,-4.97787771777419,-4.97787771777419,
1988,LAN,belchti01,pit,30,30.861031542768412,-4.977585732704583,-4.977585732704583,
1979,SLN,fulghjo01,pit,30,30.85555900565538,-4.976703065428287,-4.976703065428287,
1968,ATL,niekrph01,pit,30,30.851675929571293,-4.976076762834079,-4.976076762834079,
2021,TOR,manoaal01,pit,30,30.850742410399327,-4.975926195225698,-4.975926195225698,
2018,WAS,strasst01,pit,30,30.84805466046493,-4.975492687171762,-4.975492687171762,
1948,SLA,fannicl01,pit,30,30.846627103226236,-4.975262436004232,-4.975262436004232,
2001,SLN,klinest02,pit,30,30.84460740832901,-4.974936678762743,-4.974936678762743,
1911,DET,willeed01,pit,30,30.839498435409325,-4.974112650872471,-4.974112650872471,
2014,NYA,kurodhi01,pit,30,30.82881009903018,-4.9723887256500285,-4.9723887256500285,
1977,OAK,torrepa01,pit,30,30.822589480250016,-4.971385400040325,-4.971385400040325,
1979,CIN,seaveto01,pit,30,30.81469305627334,-4.970111783269894,-4.970111783269894,
1941,PIT,lannijo01,pit,30,30.81047694806587,-4.969431765817076,-4.969431765817076,
1980,ATL,campri01,pit,30,30.81019350655233,-4.969386049443925,-4.969386049443925,
2001,BAL,johnsja02,pit,30,30.807240693766477,-4.968909789317173,-4.968909789317173,
1921,CLE,uhlege01,pit,30,30.804005916486382,-4.96838805104619,-4.96838805104619,
1980,NYA,johnto01,pit,30,30.793581634509685,-4.966706715243498,-4.966706715243498,
2013,ARI,mileywa01,pit,30,30.79349880645689,-4.966693355880143,-4.966693355880143,
2013,SLN,kellyjo05,pit,30,30.788127559213756,-4.965827025679638,-4.965827025679638,
2003,SDN,eatonad01,pit,30,30.782013692778687,-4.96484091819011,-4.96484091819011,
1966,PIT,vealebo01,pit,30,30.779255153322588,-4.964395992471385,-4.964395992471385,
2023,BOS,bellobr01,pit,30,30.778998087131633,-4.964354530182521,-4.964354530182521,
1974,BAL,mcnalda01,pit,30,30.777596465590097,-4.964128462191951,-4.964128462191951,
1950,BOS,kindeel01,pit,30,30.77090785833708,-4.963049654570496,-4.963049654570496,
1979,MIN,koosmje01,pit,30,30.76654605815849,-4.962346138412659,-4.962346138412659,
1984,DET,petryda01,pit,30,30.756429319747703,-4.960714406410919,-4.960714406410919,
1937,WS1,ferrewe01,pit,30,30.743785518684987,-4.958675083658869,-4.958675083658869,
1914,PHI,mayerer01,pit,30,30.73527335314038,-4.957302153732319,-4.957302153732319,
1896,PHI,orthal01,pit,30,30.733217177233563,-4.956970512457026,-4.956970512457026,
1970,BOS,siebeso01,pit,30,30.726341975928083,-4.955861609020658,-4.955861609020658,
2017,NYA,montgjo01,pit,30,30.71957908856549,-4.954770820736369,-4.954770820736369,
1999,ANA,olivaom01,pit,30,30.71727187455369,-4.954398689444143,-4.954398689444143,
2011,CHN,garzama01,pit,30,30.707712152432503,-4.952856798779436,-4.952856798779436,
2006,COL,francje01,pit,30,30.706608168153476,-4.952678736798948,-4.952678736798948,
1932,PHI,hansesn01,pit,30,30.703857245581904,-4.952235039609985,-4.952235039609985,
2018,WAS,roarkta01,pit,30,30.699480952080844,-4.951529185819491,-4.951529185819491,
1898,CL4,wilsoze01,pit,30,30.69463454725377,-4.950747507621576,-4.950747507621576,
2008,SLN,lohseky01,pit,30,30.692057492587455,-4.950331853643138,-4.950331853643138,
1962,LAN,podrejo01,pit,30,30.66967345555502,-4.94672152508952,-4.94672152508952,
1941,NY1,schumha02,pit,30,30.66389896376605,-4.945790155446137,-4.945790155446137,
1980,CHN,reuscri01,pit,30,30.654335980159523,-4.944247738735407,-4.944247738735407,
1923,DET,johnssy01,pit,30,30.653411896716708,-4.944098693018824,-4.944098693018824,
1916,NY1,sallesl01,pit,30,30.64809022445775,-4.943240358783508,-4.943240358783508,
2000,CHN,tapanke01,pit,30,30.64596117185148,-4.942896963201851,-4.942896963201851,
1998,BOS,wakefti01,pit,30,30.640856332562297,-4.942073602026177,-4.942073602026177,
2007,SFN,linceti01,pit,30,30.640557442783628,-4.942025393997359,-4.942025393997359,
1911,NYA,fishera01,pit,30,30.6402618072562,-4.941977710847774,-4.941977710847774,
1915,CHN,lavenji01,pit,30,30.635741135959083,-4.941248570315981,-4.941248570315981,
1958,BOS,sullifr01,pit,30,30.598774310401115,-4.935286179096954,-4.935286179096954,
1907,CIN,coaklan01,pit,30,30.588316925693025,-4.933599504144036,-4.933599504144036,
1918,BSN,raganpa01,pit,30,30.58536453811449,-4.933123312599111,-4.933123312599111,
2011,ATL,oflaher01,pit,30,30.58485586816092,-4.933041269058212,-4.933041269058212,
1983,HOU,niekrjo01,pit,30,30.583218517908005,-4.932777180307743,-4.932777180307743,
2018,CHA,shielja02,pit,30,30.581296311603744,-4.932467147032861,-4.932467147032861,
1962,BAL,wilheho01,pit,30,30.57364561320242,-4.931233163419745,-4.931233163419745,
1898,PIT,gardnji01,pit,30,30.568346607687303,-4.930378485110856,-4.930378485110856,
1969,DET,wilsoea01,pit,30,30.562973457672822,-4.929511848011745,-4.929511848011745,
1991,SFN,wilsotr01,pit,30,30.562084590372006,-4.929368482318066,-4.929368482318066,
2024,CHA,crochga01,pit,30,30.55516546298701,-4.928252494030163,-4.928252494030163,
1995,CAL,percitr01,pit,30,30.55021260817526,-4.927453646479881,-4.927453646479881,
2023,LAA,sandopa02,pit,30,30.547951528269905,-4.9270889561725655,-4.9270889561725655,
1944,NY1,feldmha01,pit,30,30.541652707579036,-4.926073017351458,-4.926073017351458,
2021,BOS,whitlga01,pit,30,30.528845762053283,-4.924007380976336,-4.924007380976336,
1961,LAN,willist02,pit,30,30.519761901464133,-4.922542242171634,-4.922542242171634,
2022,MIN,grayso01,pit,30,30.513208275319002,-4.921485205696613,-4.921485205696613,
1959,SLN,mizelvi01,pit,30,30.511643521903313,-4.921232826113437,-4.921232826113437,
2011,TBA,priceda01,pit,30,30.500488684490023,-4.919433658788713,-4.919433658788713,
1990,CLE,blackbu02,pit,30,30.497112517219342,-4.918889115680539,-4.918889115680539,
1922,BRO,shrivha01,pit,30,30.495077221361992,-4.91856084215516,-4.91856084215516,
1977,MIN,johnsto02,pit,30,30.491255346600017,-4.917944410741938,-4.917944410741938,
1962,PIT,facero01,pit,30,30.486040331198065,-4.917103279225494,-4.917103279225494,
1995,SEA,nelsoje01,pit,30,30.48581160148362,-4.917066387336067,-4.917066387336067,
1908,NYA,lakejo01,pit,30,30.482780173511927,-4.916577447340633,-4.916577447340633,
2021,TBA,kittran01,pit,30,30.471371994733897,-4.914737418505467,-4.914737418505467,
2015,OAK,kazmisc01,pit,30,30.46432507243102,-4.913600818134035,-4.913600818134035,
1933,PHI,ellioju01,pit,30,30.45590689415649,-4.912243047444595,-4.912243047444595,
1968,ATL,jarvipa01,pit,30,30.44369275474805,-4.910273024959363,-4.910273024959363,
1973,PHI,brettke01,pit,30,30.439788224416223,-4.909643262002616,-4.909643262002616,
1952,CHA,rogovsa01,pit,30,30.43766814926997,-4.909301314398382,-4.909301314398382,
2004,MON,ayalalu01,pit,30,30.433979698996755,-4.908706403063992,-4.908706403063992,
1991,PHI,dejesjo01,pit,30,30.432897857677776,-4.908531912528673,-4.908531912528673,
1989,TOR,stiebda01,pit,30,30.428858744290718,-4.907880442627535,-4.907880442627535,
2021,ATL,anderia01,pit,30,30.425480083593264,-4.907335497353752,-4.907335497353752,
1977,PHI,garbege01,pit,30,30.414293539650014,-4.905531216072583,-4.905531216072583,
1941,DET,bentoal01,pit,30,30.402951795892136,-4.903701902563248,-4.903701902563248,
1982,ATL,garbege01,pit,30,30.38536265774378,-4.900864944797384,-4.900864944797384,
1962,LAA,leedo01,pit,30,30.383071620333737,-4.9004954226344735,-4.9004954226344735,
1980,PIT,bibbyji01,pit,30,30.382425714415124,-4.900391244260503,-4.900391244260503,
1937,PHI,passecl01,pit,30,30.37929357927244,-4.899886061172974,-4.899886061172974,
1946,PHI,juddos01,pit,30,30.376111619032258,-4.899372841779396,-4.899372841779396,
1978,PIT,tekulke01,pit,30,30.375585371877154,-4.8992879632059925,-4.8992879632059925,
1999,MIL,karlsc01,pit,30,30.374916594428335,-4.899180095875538,-4.899180095875538,
2005,DET,johnsja02,pit,30,30.35929465446521,-4.896660428139549,-4.896660428139549,
2002,MIL,sheetbe01,pit,30,30.35141113924109,-4.895388893425983,-4.895388893425983,
1945,CHA,lopated01,pit,30,30.349715195867958,-4.895115354172251,-4.895115354172251,
2015,SEA,hernafe02,pit,30,30.349290786689256,-4.895046901078912,-4.895046901078912,
2001,PHI,persoro01,pit,30,30.346131689802792,-4.8945373693230305,-4.8945373693230305,
1992,LAN,grosske01,pit,30,30.336382345438345,-4.892964894425539,-4.892964894425539,
2005,BOS,arroybr01,pit,30,30.329088106588205,-4.89178840428842,-4.89178840428842,
1934,SLA,blaehge01,pit,30,30.329066775656,-4.891784963815484,-4.891784963815484,
2008,CHA,floydga01,pit,30,30.323972646519394,-4.890963330083773,-4.890963330083773,
1936,SLN,parmero01,pit,30,30.317258637274147,-4.889880425366798,-4.889880425366798,
2001,NYN,reedri01,pit,30,30.316539524288515,-4.8897644394013735,-4.8897644394013735,
