season,name,n_teams,pos_change_suggestion
1918,Cy Slapnicka,1,No Change
1918,Cy Williams,1,No Change
1918,Dan Griner,1,No Change
1918,Dana Fillingim,1,No Change
1918,Dave Bancroft,1,No Change
1918,Dave Danforth,1,No Change
1918,Dave Davenport,1,No Change
1918,Dave Shean,1,No Change
1918,Davy Jones,1,No Change
1918,Dazzy Vance,1,No Change
1918,Del Pratt,1,No Change
1918,Dick Hoblitzell,1,No Change
1918,Dick McCabe,1,No Change
1918,Dick Robertson,1,No Change
1918,Dick Rudolph,1,No Change
1918,Dick Wheeler,1,No Change
1918,Dixie Davis,1,No Change
1918,Doc Ayers,1,No Change
1918,Doc Bass,1,No Change
1918,Doc Crandall,1,No Change
1918,Doc Johnston,1,No Change
1918,Doc Lavan,1,No Change
1918,Dode Paskert,1,No Change
1918,Dolf Luque,1,No Change
1918,Donie Bush,1,No Change
1918,Doug Baird,1,No Change
1918,Dutch Leonard,1,No Change
1918,Dutch Ruether,1,No Change
1918,Earl Hamilton,1,No Change
1918,Earl Howard,1,No Change
1918,Earl Smith,1,No Change
1918,Earl Yingling,1,No Change
1918,Ed Burns,1,No Change
1918,Ed Corey,1,No Change
1918,Ed Hemingway,1,No Change
1918,Ed Hovlik,1,No Change
1918,Ed Konetchy,1,No Change
1918,Ed Miller,1,No Change
1918,Ed Monroe,1,No Change
1918,Ed Sicking,1,No Change
1918,Edd Roush,1,No Change
1918,Eddie Ainsmith,1,No Change
1918,Eddie Cicotte,1,No Change
1918,Eddie Collins,1,No Change
1918,Eddie Foster,1,No Change
1918,Eddie Matteson,1,No Change
1918,Eddie Murphy,1,No Change
1918,Eddie Onslow,1,No Change
1918,Elmer Jacobs,2,Utility Tryout
1918,Elmer Miller,1,No Change
1918,Elmer Myers,1,No Change
1918,Eric Erickson,1,No Change
1918,Ernie Johnson,1,No Change
1918,Ernie Krueger,1,No Change
1918,Erskine Mayer,2,Utility Tryout
1918,Eusebio Gonzalez,1,No Change
1918,Everett Scott,1,No Change
1918,Ferdie Schupp,1,No Change
1918,Frank Fahey,1,No Change
1918,Frank Gilhooley,1,No Change
1918,Frank Miller,1,No Change
1918,Frank O'Rourke,1,No Change
1918,Frank Schulte,1,No Change
1918,Frank Shellenback,1,No Change
1918,Frank Snyder,1,No Change
1918,Frank Truesdale,1,No Change
1918,Frank Walker,1,No Change
1918,Frank Woodward,1,No Change
1918,Fred Anderson,1,No Change
1918,Fred Bailey,1,No Change
1918,Fred Blackwell,1,No Change
1918,Fred Lear,1,No Change
1918,Fred Luderus,1,No Change
1918,Fred McMullin,1,No Change
1918,Fred Merkle,1,No Change
1918,Fred Thomas,1,No Change
1918,Fred Toney,2,Utility Tryout
1918,Fritz Coumbe,1,No Change
1918,Fritz Maisel,1,No Change
1918,Fritz Mollwitz,1,No Change
1918,Garland Buckeye,1,No Change
1918,Gary Fortune,1,No Change
1918,Gavvy Cravath,1,No Change
1918,Gene Packard,1,No Change
1918,Gene Paulette,1,No Change
1918,George Anderson,1,No Change
1918,George Burns,2,Utility Tryout
1918,George Cochran,1,No Change
1918,George Cunningham,1,No Change
1918,George Cutshaw,1,No Change
1918,George Distel,1,No Change
1918,George Dumont,1,No Change
1918,George Gibson,1,No Change
1918,George Hale,1,No Change
1918,George Harper,1,No Change
1918,George McBride,1,No Change
1918,George McQuillan,1,No Change
1918,George Mogridge,1,No Change
1918,George Ross,1,No Change
1918,George Sisler,1,No Change
1918,George Smith,3,Utility Tryout
1918,George Whiteman,1,No Change
1918,George Whitted,1,No Change
1918,Germany Schaefer,1,No Change
1918,Greasy Neale,1,No Change
1918,Grover Lowdermilk,1,No Change
1918,Gus Getz,2,Utility Tryout
1918,Guy Morton,1,No Change
1918,Hack Miller,1,No Change
1918,Hal Carlson,1,No Change
1918,Hal Chase,1,No Change
1918,Ham Hyatt,1,No Change
1918,Hank Robinson,1,No Change
1918,Hank Severeid,1,No Change
1918,Hank Thormahlen,1,No Change
1918,Happy Felsch,1,No Change
1918,Harry Coveleski,1,No Change
1918,Harry Harper,1,No Change
1918,Harry Heilmann,1,No Change
1918,Harry Heitmann,1,No Change
1918,Harry Hooper,1,No Change
1918,Harry Pearce,1,No Change
1918,Harry Smith,1,No Change
1918,Harry Weaver,1,No Change
1918,Heinie Groh,1,No Change
1918,Heinie Wagner,1,No Change
1918,Heinie Zimmerman,1,No Change
1918,Herb Hall,1,No Change
1918,Herman Bronkie,1,No Change
1918,Hi Myers,1,No Change
1918,Hippo Vaughn,1,No Change
1918,Hod Eller,1,No Change
1918,Home Run Baker,1,No Change
1918,Hooks Dauss,1,No Change
1918,Howdy Caton,1,No Change
1918,Howie Shanks,1,No Change
1918,Hugh Canavan,1,No Change
1918,Hugh High,1,No Change
1918,Hugh McQuillan,1,No Change
1918,Hughie Jennings,1,No Change
1918,Irish Meusel,1,No Change
1918,Ivey Wingo,1,No Change
1918,Ivy Olson,1,No Change
1918,Jack Coffey,2,Utility Tryout
1918,Jack Coombs,1,No Change
1918,Jack Farmer,1,No Change
1918,Jack Fournier,1,No Change
1918,Jack Graney,1,No Change
1918,Jack Ogden,1,No Change
1918,Jack Quinn,1,No Change
1918,Jack Smith,1,No Change
1918,Jack Stansbury,1,No Change
1918,Jack Tobin,1,No Change
1918,Jake Daubert,1,No Change
1918,Jake Hehl,1,No Change
1918,Jake Munch,1,No Change
1918,Jake Northrop,1,No Change
1918,Jake Pitler,1,No Change
1918,Jakie May,1,No Change
1918,Jay Kirke,1,No Change
1918,Jean Dubuc,1,No Change
1918,Jeff Pfeffer,1,No Change
1918,Jeff Tesreau,1,No Change
1918,Jesse Barnes,1,No Change
1918,Jesse Haines,1,No Change
1918,Jim Bagby,1,No Change
1918,Jim Curry,1,No Change
1918,Jim Hickman,1,No Change
1918,Jim Kelly,1,No Change
1918,Jim Shaw,1,No Change
1918,Jim Thorpe,1,No Change
1918,Jimmy Archer,3,Utility Tryout
1918,Jimmy Austin,1,No Change
1918,Jimmy Dykes,1,No Change
1918,Jimmy Johnston,1,No Change
1918,Jimmy Ring,1,No Change
1918,Jimmy Smith,1,No Change
1918,Joe Benz,1,No Change
1918,Joe Casey,1,No Change
1918,Joe Cobb,1,No Change
1918,Joe Dugan,1,No Change
1918,Joe Evans,1,No Change
1918,Joe Gedeon,1,No Change
1918,Joe Judge,1,No Change
1918,Joe Kelly,1,No Change
1918,Joe Oeschger,1,No Change
1918,Joe Wilhoit,1,No Change
1918,John Brock,1,No Change
1918,John Henry,1,No Change
1918,John Hummel,1,No Change
1918,John Peters,1,No Change
1918,John Russell,1,No Change
1918,Johnny Beall,1,No Change
1918,Johnny Enzmann,1,No Change
1918,Johnny Mostil,1,No Change
1918,Johnny Rawlings,1,No Change
1918,Jose Rodriguez,1,No Change
1918,Joseph Finneran,2,Utility Tryout
1918,Josh Billings,1,No Change
1918,Justin Fitzgerald,1,No Change
1918,Ken Williams,1,No Change
1918,Kid Willson,1,No Change
1918,Larry Cheney,1,No Change
1918,Larry Doyle,1,No Change
1918,Larry Gardner,1,No Change
1918,Larry Jacobus,1,No Change
1918,Lee Dressen,1,No Change
1918,Lee King,1,No Change
1918,Lee Magee,1,No Change
1918,Lee Meadows,1,No Change
1918,Lefty George,1,No Change
1918,Lefty Leifield,1,No Change
1918,Lefty Tyler,1,No Change
1918,Lefty Williams,1,No Change
1918,Lena Blackburne,1,No Change
1918,Leon Cadore,1,No Change
1918,Les Mann,1,No Change
1918,Les Nunamaker,1,No Change
1918,Lew McCarty,1,No Change
1918,Lore Bader,1,No Change
1918,Lou Bauer,1,No Change
1918,Luke Boone,1,No Change
1918,Mack Wheat,1,No Change
1918,Manuel Cueto,1,No Change
1918,Marty Herrmann,1,No Change
1918,Marty Kavanagh,3,Utility Tryout
1918,Max Carey,1,No Change
1918,Max Flack,1,No Change
1918,Mellie Wolfgang,1,No Change
1918,Merito Acosta,2,Utility Tryout
1918,Merlin Kopp,1,No Change
1918,Mickey Devine,1,No Change
1918,Mickey Doolin,1,No Change
1918,Mike Gonzalez,1,No Change
1918,Mike Prendergast,1,No Change
1918,Mike Regan,1,No Change
1918,Milt Stock,1,No Change
1918,Milt Watson,1,No Change
1918,Molly Craft,1,No Change
1918,Muddy Ruel,1,No Change
1918,Mule Watson,1,No Change
1918,Nemo Leibold,1,No Change
1918,Nick Allen,1,No Change
1918,Nick Altrock,1,No Change
1918,Norman Plitt,1,No Change
1918,Ollie O'Mara,1,No Change
1918,Oscar Horstmann,1,No Change
1918,Oscar Stanage,1,No Change
1918,Oscar Tuero,1,No Change
1918,Ossie Vitt,1,No Change
1918,Otis Lambeth,1,No Change
1918,Otto Jacobs,1,No Change
1918,Otto Miller,1,No Change
1918,Paddy O'Connor,1,No Change
1918,Pat Hardgrove,1,No Change
1918,Pat Ragan,1,No Change
1918,Patsy Gharrity,1,No Change
1918,Patsy McGaffigan,1,No Change
1918,Paul Carter,1,No Change
1918,Pete Alexander,1,No Change
1918,Pete Compton,1,No Change
1918,Pete Johns,1,No Change
1918,Pete Kilduff,1,No Change
1918,Pete Schneider,1,No Change
1918,Phil Douglas,1,No Change
1918,Pickles Dillhoefer,1,No Change
1918,Pinch Thomas,1,No Change
1918,Ping Bodie,1,No Change
1918,Pol Perritt,1,No Change
1918,Rabbit Maranville,1,No Change
1918,Ralph Comstock,1,No Change
1918,Ralph Young,1,No Change
1918,Rankin Johnson,1,No Change
1918,Rasty Wright,1,No Change
1918,Ray Caldwell,1,No Change
1918,Ray Chapman,1,No Change
1918,Ray Demmitt,1,No Change
1918,Ray Keating,1,No Change
1918,Ray Morgan,1,No Change
1918,Ray Powell,1,No Change
1918,Ray Schalk,1,No Change
1918,Ray Schmandt,1,No Change
1918,Reb Russell,1,No Change
1918,Red Ames,1,No Change
1918,Red Bluhm,1,No Change
1918,Red Causey,1,No Change
1918,Red Faber,1,No Change
1918,Red Massey,1,No Change
1918,Red Shannon,1,No Change
1918,Red Shea,1,No Change
1918,Red Sheridan,1,No Change
1918,Red Smith,2,Utility Tryout
1918,Red Smyth,1,No Change
1918,Rich Durning,1,No Change
1918,Rip Conway,1,No Change
1918,Roger Peckinpaugh,1,No Change
1918,Rogers Hornsby,1,No Change
1918,Rollie Zeider,1,No Change
1918,Ross Youngs,1,No Change
1918,Rowdy Elliott,1,No Change
1918,Roxy Walters,1,No Change
1918,Roy Ellam,1,No Change
1918,Roy Hansen,1,No Change
1918,Roy Johnson,1,No Change
1918,Roy Mitchell,2,Utility Tryout
1918,Roy Sanders,2,Utility Tryout
1918,Roy Walker,1,No Change
1918,Roy Wilkinson,1,No Change
1918,Rube Benton,1,No Change
1918,Rube Bressler,1,No Change
1918,Rube Marquard,1,No Change
1918,Rube Oldring,1,No Change
1918,Rudy Kallio,1,No Change
1918,Sad Sam Jones,1,No Change
1918,Sam Agnew,1,No Change
1918,Sam Covington,1,No Change
1918,Sam Rice,1,No Change
1918,Sammy Vick,1,No Change
1918,Scott Perry,1,No Change
1918,Shano Collins,1,No Change
1918,Sherry Magee,1,No Change
1918,Shoeless Joe Jackson,1,No Change
1918,Slim Love,1,No Change
1918,Slim Sallee,1,No Change
1918,Smoky Joe Wood,1,No Change
1918,Snipe Conley,1,No Change
1918,Speed Martin,1,No Change
1918,Stan Coveleski,1,No Change
1918,Stan Rees,1,No Change
1918,Steve O'Neill,1,No Change
1918,Stuffy McInnis,1,No Change
1918,Swede Risberg,1,No Change
1918,Ted Jourdan,1,No Change
1918,Ted Menze,1,No Change
1918,Terry Turner,1,No Change
1918,Tillie Walker,1,No Change
1918,Tim Hendryx,1,No Change
1918,Tim McCabe,1,No Change
1918,Tom Daly,1,No Change
1918,Tom Hughes,1,No Change
1918,Tom Miller,1,No Change
1918,Tom Rogers,1,No Change
1918,Tom Zachary,1,No Change
1918,Tommy Clarke,1,No Change
1918,Tommy Griffith,1,No Change
1918,Tommy Leach,1,No Change
1918,Tony Brottem,1,No Change
1918,Tris Speaker,1,No Change
1918,Truck Hannah,1,No Change
1918,Tubby Spencer,1,No Change
1918,Turner Barber,1,No Change
1918,Ty Cobb,1,No Change
1918,Ty Pickup,1,No Change
1918,Urban Shocker,1,No Change
1918,Val Picinich,1,No Change
1918,Vean Gregg,1,No Change
1918,Vic Aldridge,1,No Change
1918,Vic Keen,1,No Change
1918,Vince Molyneaux,1,No Change
1918,Waite Hoyt,1,No Change
1918,Wally Gerber,1,No Change
1918,Wally Mattick,1,No Change
1918,Wally Mayer,1,No Change
1918,Wally Pipp,1,No Change
1918,Wally Rehg,1,No Change
1918,Wally Schang,1,No Change
1918,Walt Kinney,1,No Change
1918,Walt Tragesser,1,No Change
1918,Walter Barbare,1,No Change
1918,Walter Bernhardt,1,No Change
1918,Walter Holke,1,No Change
1918,Walter Johnson,1,No Change
1918,Walter Schmidt,1,No Change
1918,Walton Cruise,1,No Change
1918,Weldon Wyckoff,1,No Change
1918,Wickey McAvoy,1,No Change
1918,Wilbur Cooper,1,No Change
1918,Wilbur Good,1,No Change
1918,William Pierson,1,No Change
1918,Willie Adams,1,No Change
1918,Willie Mitchell,1,No Change
1918,Zack Wheat,1,No Change
1918,Zeb Terry,1,No Change
1918,Zinn Beck,1,No Change
1919,Aaron Ward,1,No Change
1919,Abraham Bailey,1,No Change
1919,Al Baird,1,No Change
1919,Al Demaree,1,No Change
1919,Al Mamaux,1,No Change
1919,Al Schacht,1,No Change
1919,Al Wickland,1,No Change
1919,Al Wingo,1,No Change
1919,Allen Russell,2,Utility Tryout
1919,Allen Sothoron,1,No Change
1919,Amos Strunk,2,Utility Tryout
1919,Archie Yelle,1,No Change
1919,Arnold Statz,1,No Change
1919,Art Ewoldt,1,No Change
1919,Art Fletcher,1,No Change
1919,Art Nehf,2,Utility Tryout
1919,Art Reinhart,1,No Change
1919,Art Wilson,1,No Change
1919,Austin McHenry,1,No Change
1919,Babe Adams,1,No Change
1919,Babe Ellison,1,No Change
1919,Babe Ruth,1,No Change
1919,Baby Doll Jacobson,1,No Change
1919,Ben Dyer,1,No Change
1919,Benny Kauff,1,No Change
1919,Bernie Boland,1,No Change
1919,Bernie Friberg,1,No Change
1919,Bert Adams,1,No Change
1919,Bert Gallia,1,No Change
1919,Bert Yeabsley,1,No Change
1919,Bevo LeBourveau,1,No Change
1919,Bill Bayne,1,No Change
1919,Bill Bolden,1,No Change
1919,Bill Doak,1,No Change
1919,Bill Evans,1,No Change
1919,Bill Grevell,1,No Change
1919,Bill Hubbell,1,No Change
1919,Bill James,4,Utility Tryout
1919,Bill Killefer,1,No Change
1919,Bill Lamar,2,Utility Tryout
1919,Bill McCabe,1,No Change
1919,Bill Rariden,1,No Change
1919,Bill Sherdel,1,No Change
1919,Bill Snyder,1,No Change
1919,Bill Wambsganss,1,No Change
1919,Billy Southworth,1,No Change
1919,Billy Zitzmann,2,Utility Tryout
1919,Bob Allen,1,No Change
1919,Bob Fisher,1,No Change
1919,Bob Geary,1,No Change
1919,Bob Hasty,1,No Change
1919,Bob Jones,1,No Change
1919,Bob Kinsella,1,No Change
1919,Bob McGraw,2,Utility Tryout
1919,Bob O'Farrell,1,No Change
1919,Bob Shawkey,1,No Change
1919,Bob Steele,1,No Change
1919,Bobby Veach,1,No Change
1919,Brad Hogg,1,No Change
1919,Braggo Roth,2,Utility Tryout
1919,Buck Herzog,2,Utility Tryout
1919,Buck Weaver,1,No Change
1919,Bucky Harris,1,No Change
1919,Bullet Joe Bush,1,No Change
1919,Burleigh Grimes,1,No Change
1919,Burt Shotton,1,No Change
1919,Buzz Murphy,1,No Change
1919,Byrd Lynn,1,No Change
1919,Carl Mays,2,Utility Tryout
1919,Carl Weilman,1,No Change
1919,Carmen Hill,1,No Change
1919,Carson Bigbee,1,No Change
1919,Casey Stengel,1,No Change
1919,Charlie Deal,1,No Change
1919,Charlie Eckert,1,No Change
1919,Charlie Grimm,1,No Change
1919,Charlie High,1,No Change
1919,Charlie Hollocher,1,No Change
1919,Charlie Jamieson,1,No Change
1919,Charlie Pick,2,Utility Tryout
1919,Charlie Robertson,1,No Change
1919,Charlie See,1,No Change
1919,Charlie Whitehouse,1,No Change
1919,Chick Bowen,1,No Change
1919,Chick Fewster,1,No Change
1919,Chick Galloway,1,No Change
1919,Chick Gandil,1,No Change
1919,Chick Shorten,1,No Change
1919,Chuck Ward,1,No Change
1919,Clarence Fisher,1,No Change
1919,Clarence Mitchell,1,No Change
1919,Claude Davidson,1,No Change
1919,Claude Hendrix,1,No Change
1919,Cliff Heathcote,1,No Change
1919,Cliff Lee,1,No Change
1919,Clyde Milan,1,No Change
1919,Colonel Snover,1,No Change
1919,Curt Walker,1,No Change
1919,Cy Perkins,1,No Change
1919,Cy Williams,1,No Change
1919,Dan Boone,1,No Change
1919,Dana Fillingim,1,No Change
1919,Danny Silva,1,No Change
1919,Dave Bancroft,1,No Change
1919,Dave Danforth,1,No Change
1919,Dave Davenport,1,No Change
1919,Dave Keefe,1,No Change
1919,Dave Robertson,2,Utility Tryout
1919,Dave Shean,1,No Change
1919,Del Gainer,1,No Change
1919,Del Pratt,1,No Change
1919,Dick Burrus,1,No Change
1919,Dick Robertson,1,No Change
1919,Dick Rudolph,1,No Change
1919,Dickey Kerr,1,No Change
1919,Dixie Carroll,1,No Change
1919,Doc Ayers,2,Utility Tryout
1919,Doc Johnston,1,No Change
1919,Doc Lavan,1,No Change
1919,Doc Wallace,1,No Change
1919,Dode Paskert,1,No Change
1919,Dolf Luque,1,No Change
1919,Donie Bush,1,No Change
1919,Dots Miller,1,No Change
1919,Doug Baird,3,Utility Tryout
1919,Duffy Lewis,1,No Change
1919,Dutch Leonard,1,No Change
1919,Dutch Ruether,1,No Change
1919,Earl Hamilton,1,No Change
1919,Earl Smith,2,Utility Tryout
1919,Ed Gerner,1,No Change
1919,Ed Gill,1,No Change
1919,Ed Hovlik,1,No Change
1919,Ed Klepfer,1,No Change
1919,Ed Konetchy,1,No Change
1919,Ed Sicking,2,Utility Tryout
1919,Ed Sweeney,1,No Change
1919,Edd Roush,1,No Change
1919,Eddie Ainsmith,1,No Change
1919,Eddie Cicotte,1,No Change
1919,Eddie Collins,1,No Change
1919,Eddie Foster,1,No Change
1919,Eddie Murphy,1,No Change
1919,Elam Vangilder,1,No Change
1919,Elmer Jacobs,2,Utility Tryout
1919,Elmer Myers,1,No Change
1919,Elmer Ponder,1,No Change
1919,Elmer Smith,1,No Change
1919,Eppa Rixey,1,No Change
1919,Eric Erickson,2,Utility Tryout
1919,Ernie Koob,1,No Change
1919,Ernie Krueger,1,No Change
1919,Ernie Shore,1,No Change
1919,Erskine Mayer,2,Utility Tryout
1919,Everett Nutter,1,No Change
1919,Everett Scott,1,No Change
1919,Ferdie Schupp,2,Utility Tryout
1919,Forrest Cady,1,No Change
1919,Frank Ellerbe,1,No Change
1919,Frank Gilhooley,1,No Change
1919,Frank Gleich,1,No Change
1919,Frank Kane,1,No Change
1919,Frank Kelliher,1,No Change
1919,Frank Miller,1,No Change
1919,Frank Shellenback,1,No Change
1919,Frank Snyder,2,Utility Tryout
1919,Frank Welch,1,No Change
1919,Frank Woodward,2,Utility Tryout
1919,Frankie Frisch,1,No Change
1919,Fred Blackwell,1,No Change
1919,Fred Hofmann,1,No Change
1919,Fred Lear,1,No Change
1919,Fred Luderus,1,No Change
1919,Fred McMullin,1,No Change
1919,Fred Merkle,1,No Change
1919,Fred Nicholson,1,No Change
1919,Fred Thomas,1,No Change
1919,Fred Toney,1,No Change
1919,Fritz Coumbe,1,No Change
1919,Fritz Mollwitz,2,Utility Tryout
1919,Gavvy Cravath,1,No Change
1919,Gene Bailey,1,No Change
1919,Gene Packard,1,No Change
1919,Gene Paulette,2,Utility Tryout
1919,Gene Robertson,1,No Change
1919,George Burns,2,Utility Tryout
1919,George Cunningham,1,No Change
1919,George Cutshaw,1,No Change
1919,George Dumont,1,No Change
1919,George Halas,1,No Change
1919,George Kelly,1,No Change
1919,George McBride,1,No Change
1919,George Mogridge,1,No Change
1919,George Sisler,1,No Change
1919,George Smith,2,Utility Tryout
1919,George Twombly,1,No Change
1919,George Uhle,1,No Change
1919,George Whitted,2,Utility Tryout
1919,George Winn,1,No Change
1919,Greasy Neale,1,No Change
1919,Grover Lowdermilk,2,Utility Tryout
1919,Guy Morton,1,No Change
1919,Hal Carlson,1,No Change
1919,Hal Chase,1,No Change
1919,Hal Haid,1,No Change
1919,Hal Janvrin,2,Utility Tryout
1919,Hal Reilly,1,No Change
1919,Hank Gowdy,1,No Change
1919,Hank Schreiber,1,No Change
1919,Hank Severeid,1,No Change
1919,Hank Thormahlen,1,No Change
1919,Happy Felsch,1,No Change
1919,Harry Courtney,1,No Change
1919,Harry Harper,1,No Change
1919,Harry Heilmann,1,No Change
1919,Harry Hooper,1,No Change
1919,Harry Lunte,1,No Change
1919,Harry Pearce,1,No Change
1919,Harry Thompson,2,Utility Tryout
1919,Harry Weaver,1,No Change
1919,Heinie Groh,1,No Change
1919,Heinie Zimmerman,1,No Change
1919,Herb Pennock,1,No Change
1919,Herman Bronkie,1,No Change
1919,Hervey McClellan,1,No Change
1919,Hi Jasper,1,No Change
1919,Hi Myers,1,No Change
1919,Hippo Vaughn,1,No Change
1919,Hod Eller,1,No Change
1919,Home Run Baker,1,No Change
1919,Hooks Dauss,1,No Change
1919,Hooks Warner,1,No Change
1919,Horace Allen,1,No Change
1919,Horace Ford,1,No Change
1919,Howard Ehmke,1,No Change
1919,Howdy Caton,1,No Change
1919,Howie Shanks,1,No Change
1919,Hugh McQuillan,1,No Change
1919,Ike Davis,1,No Change
1919,Ira Flagstead,1,No Change
1919,Irish Meusel,1,No Change
1919,Ivey Wingo,1,No Change
1919,Ivy Griffin,1,No Change
1919,Ivy Olson,1,No Change
1919,Jack Barry,1,No Change
1919,Jack Graney,1,No Change
1919,Jack Quinn,1,No Change
1919,Jack Scott,1,No Change
1919,Jack Smith,1,No Change
1919,Jack Tobin,1,No Change
1919,Jack Wisner,1,No Change
1919,Jake Daubert,1,No Change
1919,Jake Northrop,1,No Change
1919,Jakie May,1,No Change
1919,James York,1,No Change
1919,Jay Clarke,1,No Change
1919,Jean Dubuc,1,No Change
1919,Jeff Pfeffer,1,No Change
1919,Jesse Baker,1,No Change
1919,Jesse Barnes,1,No Change
1919,Jesse Winters,1,No Change
1919,Jim Bagby,1,No Change
1919,Jim Hickman,1,No Change
1919,Jim Shaw,1,No Change
1919,Jim Thorpe,2,Utility Tryout
1919,Jimmy Austin,1,No Change
1919,Jimmy Cooney,1,No Change
1919,Jimmy Dykes,1,No Change
1919,Jimmy Johnston,1,No Change
1919,Jimmy Ring,1,No Change
1919,Jimmy Smith,1,No Change
1919,Jimmy Zinn,1,No Change
1919,Jing Johnson,1,No Change
1919,Joe Benz,1,No Change
1919,Joe Dugan,1,No Change
1919,Joe Engel,1,No Change
1919,Joe Evans,1,No Change
1919,Joe Gedeon,1,No Change
1919,Joe Harris,1,No Change
1919,Joe Jenkins,1,No Change
1919,Joe Judge,1,No Change
1919,Joe Kelly,1,No Change
1919,Joe Leonard,1,No Change
1919,Joe Oeschger,3,Utility Tryout
1919,Joe Riggert,1,No Change
1919,Joe Schepner,1,No Change
1919,Joe Schultz,1,No Change
1919,Joe Wilhoit,1,No Change
1919,Joel Newkirk,1,No Change
1919,John Cavanaugh,1,No Change
1919,John Shovlin,1,No Change
1919,John Sullivan,1,No Change
1919,Johnny Enzmann,1,No Change
1919,Johnny Jones,1,No Change
1919,Johnny Rawlings,1,No Change
1919,Johnny Walker,1,No Change
1919,Josh Billings,1,No Change
1919,Ken Williams,1,No Change
1919,Lafayette Henion,1,No Change
1919,Larry Cheney,3,Utility Tryout
1919,Larry Doyle,1,No Change
1919,Larry Gardner,1,No Change
1919,Larry Kopf,1,No Change
1919,Lee King,2,Utility Tryout
1919,Lee Magee,2,Utility Tryout
1919,Lee Meadows,2,Utility Tryout
1919,Lefty Leifield,1,No Change
1919,Lefty O'Doul,1,No Change
1919,Lefty Tyler,1,No Change
1919,Lefty Weinert,1,No Change
1919,Lefty Williams,1,No Change
1919,Lena Blackburne,2,Utility Tryout
1919,Lena Styles,1,No Change
1919,Leo Callahan,1,No Change
1919,Leon Cadore,1,No Change
1919,Les Mann,2,Utility Tryout
1919,Les Nunamaker,1,No Change
1919,Lew Groh,1,No Change
1919,Lew Malone,1,No Change
1919,Lew McCarty,1,No Change
1919,Lloyd Christenbury,1,No Change
1919,Lou Raymond,1,No Change
1919,Luke Nelson,1,No Change
1919,Mack Wheat,1,No Change
1919,Manuel Cueto,1,No Change
1919,Marv Goodwin,1,No Change
1919,Max Carey,1,No Change
1919,Max Flack,1,No Change
1919,Merlin Kopp,1,No Change
1919,Mickey O'Neil,1,No Change
1919,Mike Cantwell,1,No Change
1919,Mike Gonzalez,1,No Change
1919,Mike Kircher,1,No Change
1919,Mike McNally,1,No Change
1919,Mike Menosky,1,No Change
1919,Mike Pasquella,2,Utility Tryout
1919,Mike Prendergast,1,No Change
1919,Mike Regan,1,No Change
1919,Milt Stock,1,No Change
1919,Milt Watson,1,No Change
1919,Molly Craft,1,No Change
1919,Morrie Rath,1,No Change
1919,Muddy Ruel,1,No Change
1919,Mule Watson,1,No Change
1919,Nemo Leibold,1,No Change
1919,Nick Allen,1,No Change
1919,Nick Altrock,1,No Change
1919,Norm McNeil,1,No Change
1919,Ollie O'Mara,1,No Change
1919,Oscar Horstmann,1,No Change
1919,Oscar Stanage,1,No Change
1919,Oscar Tuero,1,No Change
1919,Ossie Vitt,1,No Change
1919,Otto Miller,1,No Change
1919,Pat Collins,1,No Change
1919,Pat Duncan,1,No Change
1919,Pat Martin,1,No Change
1919,Pat Murray,1,No Change
1919,Pat Ragan,3,Utility Tryout
1919,Patsy Gharrity,1,No Change
1919,Paul Carter,1,No Change
1919,Paul Musser,1,No Change
1919,Pete Alexander,1,No Change
1919,Pete Kilduff,2,Utility Tryout
1919,Pete Schneider,1,No Change
1919,Phil Douglas,2,Utility Tryout
1919,Pickles Dillhoefer,1,No Change
1919,Pinch Thomas,1,No Change
1919,Ping Bodie,1,No Change
1919,Pol Perritt,1,No Change
1919,Rabbit Maranville,1,No Change
1919,Rags Faircloth,1,No Change
1919,Ralph Young,1,No Change
1919,Rasty Wright,1,No Change
1919,Ray Caldwell,2,Utility Tryout
1919,Ray Chapman,1,No Change
1919,Ray Demmitt,1,No Change
1919,Ray Fisher,1,No Change
1919,Ray Keating,1,No Change
1919,Ray Powell,1,No Change
1919,Ray Roberts,1,No Change
1919,Ray Schalk,1,No Change
1919,Ray Schmandt,1,No Change
1919,Reb Russell,1,No Change
1919,Red Ames,2,Utility Tryout
1919,Red Causey,2,Utility Tryout
1919,Red Faber,1,No Change
1919,Red Shannon,2,Utility Tryout
1919,Red Smith,1,No Change
1919,Rip Jordan,1,No Change
1919,Roger Peckinpaugh,1,No Change
1919,Rogers Hornsby,1,No Change
1919,Rolla Mapel,1,No Change
1919,Rollie Naylor,1,No Change
1919,Ross Youngs,1,No Change
1919,Rosy Ryan,1,No Change
1919,Roxy Walters,1,No Change
1919,Roy Grover,2,Utility Tryout
1919,Roy Leslie,1,No Change
1919,Roy Mitchell,1,No Change
1919,Roy Parker,1,No Change
1919,Roy Wilkinson,1,No Change
1919,Rube Benton,1,No Change
1919,Rube Bressler,1,No Change
1919,Rube Marquard,1,No Change
1919,Rudy Kallio,1,No Change
1919,Sad Sam Jones,1,No Change
1919,Sam Agnew,1,No Change
1919,Sam Fishburn,1,No Change
1919,Sam Rice,1,No Change
1919,Sam White,1,No Change
1919,Sammy Vick,1,No Change
1919,Scott Perry,1,No Change
1919,Shano Collins,1,No Change
1919,Sherry Magee,1,No Change
1919,Sherry Smith,1,No Change
1919,Shoeless Joe Jackson,1,No Change
1919,Slim Love,1,No Change
